code,meigara,kana,kuramoto,ken,shi,address¥n1235,京極,きょうごく,二世古酒造,北海道,虻田郡,北海道虻田郡倶知安町旭47
1476,金紋秋田,きんもんあきた,金紋秋田酒造,秋田県,大仙市,秋田県大仙市藤木西八圭34-2
193,秋田誉,あきたほまれ,秋田誉酒造,秋田県,由利本荘市,秋田県由利本荘市砂子下3
2855,本荘,ほんじょう,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53
62,雪の茅舎,ゆきのぼうしゃ,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53
194,由利正宗,ゆりまさむね,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53
61,出羽の冨士,,佐藤酒造店,秋田県,由利本荘市,秋田県由利本荘市矢島町七日町26
3188,天樹,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117
3150,庵,あん,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117
2728,今だけ屋,いまだけや,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117
3189,叭天吠,はてんこう,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117
2727,鳥海山,ちょうかいさん,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117
3190,Acid Seven,あしっど せぶん,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117
2326,喜久水,きくすい,喜久水酒造,秋田県,能代市,秋田県能代市万町6-37
2812,喜一郎の酒,きいちろうのさけ,喜久水酒造,秋田県,能代市,秋田県能代市万町6-37
59,能代,のしろ,喜久水酒造,秋田県,能代市,秋田県能代市万町6-37
1307,楽泉,らくいずみ,西村醸造店,秋田県,能代市,秋田県能代市日吉町14-28
3286,雪の十和田,ゆきのとわだ,北鹿,秋田県,大館市,秋田県大館市有浦2-2-3
190,北鹿,ほくしか,北鹿,秋田県,大館市,秋田県大館市有浦2-2-3
3841,がっぱり酒,がっぱりざけ,北鹿,秋田県,大館市,秋田県大館市有浦2-2-3
196,飛良泉,ひらいずみ,飛良泉本舗,秋田県,にかほ市,秋田県にかほ市平沢字中町59
2366,桜田門,さくらだもん,小玉醸造,秋田県,潟上市,秋田県潟上市飯田川飯塚字飯塚34-1
3808,今人,いまじん,小玉醸造,秋田県,潟上市,秋田県潟上市飯田川飯塚字飯塚34-1
58,太平山,たいへいざん,小玉醸造,秋田県,潟上市,秋田県潟上市飯田川飯塚字飯塚34-1
57,福禄寿,ふくろくじゅ,福禄寿酒造,秋田県,南秋田郡,秋田県南秋田郡五城目町字下タ町48
188,十五代彦兵衛,じゅうごだいひこべい,福禄寿酒造,秋田県,南秋田郡,秋田県南秋田郡五城目町字下タ町48
1753,一白水成,いっぱくすいせい,福禄寿酒造,秋田県,南秋田郡,秋田県南秋田郡五城目町字下タ町48
60,白瀑,しらたき,山本,秋田県,山本郡,秋田県山本郡八峰町八森字八森269
3330,山本,やまもと,山本,秋田県,山本郡,秋田県山本郡八峰町八森字八森269
3746,鹿角,かづの,かづの銘酒,秋田県,鹿角市,秋田県鹿角市花輪字中花輪29
189,千歳盛,ちとせざかり,かづの銘酒,秋田県,鹿角市,秋田県鹿角市花輪字中花輪29
207,不老寿,ふろうじゅ,日の丸醸造,秋田県,横手市,秋田県横手市増田町増田字七日町114-2
3447,秋田城,あきたじょう,日の丸醸造,秋田県,横手市,秋田県横手市増田町増田字七日町114-2
3738,十文字,じゅうもんじ,日の丸醸造,秋田県,横手市,秋田県横手市増田町増田字七日町114-2
206,まんさくの花,まんさくのはな,日の丸醸造,秋田県,横手市,秋田県横手市増田町増田字七日町114-2
3435,うまからまんさく,うまからまんさく,日の丸醸造,秋田県,横手市,秋田県横手市増田町増田字七日町114-2
3433,日の丸,ひのまる,日の丸醸造,秋田県,横手市,秋田県横手市増田町増田字七日町114-2
3436,ゴールド秋田,ごーるどあきた,日の丸醸造,秋田県,横手市,秋田県横手市増田町増田字七日町114-2
3434,真人,まなびと,日の丸醸造,秋田県,横手市,秋田県横手市増田町増田字七日町114-2
203,天品,てんぴん,勇駒酒造,秋田県,横手市,秋田県横手市
63,秋田錦,あきたにしき,勇駒酒造,秋田県,横手市,秋田県横手市
204,秋田のゆきしずく,あきたのゆきしずく,勇駒酒造,秋田県,横手市,秋田県横手市
202,八千代,やちよ,八千代酒造,秋田県,仙北郡,秋田県仙北郡美郷町六郷本道町60
192,春霞,はるがすみ,栗林酒造店,秋田県,仙北郡,秋田県仙北郡美郷町六郷字米町56
3647,笑顔,えがお,高橋酒造店,秋田県,仙北郡,秋田県仙北郡美郷町六郷字宝門清水72-13
195,奥清水,おくしみず,高橋酒造店,秋田県,仙北郡,秋田県仙北郡美郷町六郷字宝門清水72-13
198,刈穂,かりほ,刈穂酒造,秋田県,大仙市,秋田県大仙市神宮寺字神宮寺275
3075,人丸,ひとまる,刈穂酒造,秋田県,大仙市,秋田県大仙市神宮寺字神宮寺275
3443,出羽の雫,でわのしずく,刈穂酒造,秋田県,大仙市,秋田県大仙市神宮寺字神宮寺275
2552,冬樹,ふゆき,福乃友酒造,秋田県,大仙市,秋田県大仙市神宮寺字本郷野82-6
201,福乃友,ふくのとも,福乃友酒造,秋田県,大仙市,秋田県大仙市神宮寺字本郷野82-6
3710,廻 MEGURU,めぐる,出羽鶴酒造,秋田県,大仙市,秋田県大仙市南外字悪戸野81
3442,大綱の響,つなのひびき,出羽鶴酒造,秋田県,大仙市,秋田県大仙市南外字悪戸野81
200,出羽鶴,でわつる,出羽鶴酒造,秋田県,大仙市,秋田県大仙市南外字悪戸野81
3076,小丸,ちいまる,出羽鶴酒造,秋田県,大仙市,秋田県大仙市南外字悪戸野81
2977,晴田,せいでん,出羽鶴酒造,秋田県,大仙市,秋田県大仙市南外字悪戸野81
2737,やまとしずく,やまとしずく,出羽鶴酒造,秋田県,大仙市,秋田県大仙市南外字悪戸野81
1305,千代緑,ちよみどり,奥田酒造店,秋田県,大仙市,秋田県大仙市協和境字境113
2841,DATE SEVEN,だてせぶん,DATE SEVEN,宮城県,https://www.facebook.com/date7.miyagi,宮城県SEVEN
2986,千松島,ちまつしま,千松島,宮城県,仙台市青葉区,宮城県仙台市青葉区国分町2-11-11
1179,志ら梅,しらうめ,吉岡酒造店,宮城県,仙台市,宮城県仙台市
2114,浪の音,なみのおと,佐々木酒造店,宮城県,名取市,宮城県名取市閖上1-8-10
44,雪の松島,ゆきのまつしま,宮城酒類,宮城県,仙台市,宮城県仙台市
1969,シャトーガクト,しゃとーがくと,仙台伊澤家 勝山酒造,宮城県,仙台市泉区,宮城県勝山酒造〒981-3225 宮城県
43,勝山,かつやま,仙台伊澤家 勝山酒造,宮城県,仙台市泉区,宮城県勝山酒造〒981-3225 宮城県
1240,撰勝山,せんかつやま,仙台伊澤家 勝山酒造,宮城県,仙台市泉区,宮城県勝山酒造〒981-3225 宮城県
1970,戦勝政宗,せんしょうまさむね,仙台伊澤家 勝山酒造,宮城県,仙台市泉区,宮城県勝山酒造〒981-3225 宮城県
173,みやぎ萩,みやぎはぎ,内ヶ崎酒造店,宮城県,黒川郡,宮城県黒川郡富谷町富谷字町27
42,鳳陽,ほうよう,内ヶ崎酒造店,宮城県,黒川郡,宮城県黒川郡富谷町富谷字町27
3548,お立ち酒,おたちざけ,大和蔵酒造,宮城県,黒川郡,宮城県黒川郡大和町松坂平8-1
1534,雪の松島,ゆきのまつしま,大和蔵酒造,宮城県,黒川郡,宮城県黒川郡大和町松坂平8-1
3547,七ツ森伝説,ななつもりでんせつ,大和蔵酒造,宮城県,黒川郡,宮城県黒川郡大和町松坂平8-1
3440,殿の春風,とののはるかぜ,大和蔵酒造,宮城県,黒川郡,宮城県黒川郡大和町松坂平8-1
3550,万葉美人,まんようびじん,中勇酒造店,宮城県,加美郡,宮城県加美郡加美町南町166
3723,花ノ文,はなのふみ,中勇酒造店,宮城県,加美郡,宮城県加美郡加美町南町166
1765,鳴瀬川,なるせがわ,中勇酒造店,宮城県,加美郡,宮城県加美郡加美町南町166
3444,泉の大地,いずみのだいち,中勇酒造店,宮城県,加美郡,宮城県加美郡加美町南町166
175,夢幻,むげん,中勇酒造店,宮城県,加美郡,宮城県加美郡加美町南町166
176,火伏せの虎舞,ひぶせのとらまい,中勇酒造店,宮城県,加美郡,宮城県加美郡加美町南町166
49,天上夢幻,てんじょうむげん,中勇酒造店,宮城県,加美郡,宮城県加美郡加美町南町166
1420,わしが國,,山和酒造店,宮城県,加美郡,宮城県加美郡加美町南町109-1
3549,七ツ森の四季,ななつもりのしき,山和酒造店,宮城県,加美郡,宮城県加美郡加美町南町109-1
1308,瞑想水,めいそうすい,山和酒造店,宮城県,加美郡,宮城県加美郡加美町南町109-1
1421,有朋 待酒,ゆうほう まちざけ,山和酒造店,宮城県,加美郡,宮城県加美郡加美町南町109-1
1610,山和,やまわ,山和酒造店,宮城県,加美郡,宮城県加美郡加美町南町109-1
3732,田林,でんりん,田中酒造店,宮城県,加美郡,宮城県加美郡加美町字西町88-1
50,真鶴,まなつる,田中酒造店,宮城県,加美郡,宮城県加美郡加美町字西町88-1
1197,森乃菊川,もりのきくかわ,森民酒造本家,宮城県,仙台市,宮城県仙台市若林区荒町53
1463,鳳山,ほうざん,鳳山酒造,宮城県,仙台市若林区,宮城県仙台市若林区
47,浦霞,,佐浦,宮城県,塩竈市,宮城県塩竈市本町2-19
174,四季の松島,しきのまつしま,阿部勘酒造店,宮城県,塩竈市,宮城県塩竈市西町3-9
45,於茂多加男山,おもたかおとこやま,阿部勘酒造店,宮城県,塩竈市,宮城県塩竈市西町3-9
1819,阿部勘,あべかん,阿部勘酒造店,宮城県,塩竈市,宮城県塩竈市西町3-9
3804,樹齢,じゅれい,石川酒造店,宮城県,石巻市,宮城県石巻市住吉町2-1-31
3803,北上川,きたかみがわ,石川酒造店,宮城県,石巻市,宮城県石巻市住吉町2-1-31
183,墨廼江,すみのえ,墨廼江酒造,宮城県,石巻市,宮城県石巻市千石町8-43
184,日高見,ひたかみ,平孝酒造,宮城県,石巻市,宮城県石巻市清水町1丁目5-3
2885,新関,しんぜき,平孝酒造,宮城県,石巻市,宮城県石巻市清水町1丁目5-3
1073,すず音,すずね,一ノ蔵,宮城県,大崎市,宮城県大崎市
1291,米米酒,こめこめしゅ,一ノ蔵,宮城県,大崎市,宮城県大崎市
3445,わたり藤五郎,わたりとうごろう,一ノ蔵,宮城県,大崎市,宮城県大崎市
3112,勝来,かちき,一ノ蔵,宮城県,大崎市,宮城県大崎市
3113,金龍,きんりゅう,一ノ蔵,宮城県,大崎市,宮城県大崎市
3495,ワタシノオト,わたしのおと,一ノ蔵,宮城県,大崎市,宮城県大崎市
1072,あ、不思議なお酒,あ、ふしぎなおさけ,一ノ蔵,宮城県,大崎市,宮城県大崎市
1074,ひめぜん,ひめぜん,一ノ蔵,宮城県,大崎市,宮城県大崎市
177,一ノ蔵,いちのくら,一ノ蔵,宮城県,大崎市,宮城県大崎市
3555,七清水,ななしみず,はさまや酒造店,宮城県,栗原市,宮城県栗原市高清水字中町8番地
3557,虹 Niji,にじ,はさまや酒造店,宮城県,栗原市,宮城県栗原市高清水字中町8番地
3556,阿佐緒,あさお,はさまや酒造店,宮城県,栗原市,宮城県栗原市高清水字中町8番地
1180,桂泉,けいせん,はさまや酒造店,宮城県,栗原市,宮城県栗原市高清水字中町8番地
1739,小僧山水,こぞうさんすい,金の井酒造,宮城県,栗原市,宮城県栗原市一迫字川口町浦1-1
3192,川口納豆,かわぐちなっとう,金の井酒造,宮城県,栗原市,宮城県栗原市一迫字川口町浦1-1
2919,金の井,かねのい,金の井酒造,宮城県,栗原市,宮城県栗原市一迫字川口町浦1-1
1546,綿屋,わたや,金の井酒造,宮城県,栗原市,宮城県栗原市一迫字川口町浦1-1
2912,ほでなす,ほでなす,門傳醸造,宮城県,栗原市,宮城県栗原市一迫萩生33
2910,太閤,たいこう,門傳醸造,宮城県,栗原市,宮城県栗原市一迫萩生33
2911,坤輿,こんよ,門傳醸造,宮城県,栗原市,宮城県栗原市一迫萩生33
3232,水鳥記,みずとりき,角星,宮城県,気仙沼市,宮城県気仙沼市魚町2-1-9
182,金紋両國,,角星,宮城県,気仙沼市,宮城県気仙沼市魚町2-1-9
2863,陸前男山,りくぜんおとこやま,男山本店,宮城県,気仙沼市,宮城県気仙沼市入沢3-8
1745,伏見男山,ふしみおとこやま,男山本店,宮城県,気仙沼市,宮城県気仙沼市入沢3-8
1744,蒼天伝,そうてんでん,男山本店,宮城県,気仙沼市,宮城県気仙沼市入沢3-8
1743,華心,かしん,男山本店,宮城県,気仙沼市,宮城県気仙沼市入沢3-8
3648,黄金海道,おうごんかいどう,男山本店,宮城県,気仙沼市,宮城県気仙沼市入沢3-8
181,蔵王,ざおう,蔵王酒造,宮城県,白石市,宮城県白石市東小路120-1
1154,大沼屋,おおぬまや,大沼酒造店,宮城県,柴田郡,宮城県柴田郡村田町村田56-1
1153,乾坤一,けんこんいち,大沼酒造店,宮城県,柴田郡,宮城県柴田郡村田町村田56-1
41,天賞,てんしょう,まるや天賞,宮城県,柴田郡,宮城県柴田郡
3127,武隈,たけくま,小野酒造店,宮城県,岩沼市,宮城県岩沼市
3128,名取駒,なとりこま,相傳商店,宮城県,岩沼市,宮城県岩沼市中央3-1-24
51,黄金澤,こがねさわ,川敬商店,宮城県,遠田郡,宮城県遠田郡美里町二郷字高玉六号7
2733,橘屋,たちばなや,川敬商店,宮城県,遠田郡,宮城県遠田郡美里町二郷字高玉六号7
180,澤乃泉,さわのいずみ,石越醸造,宮城県,登米市,宮城県登米市石越町北郷中澤108-1
2987,亀岡,かめおか,萩野酒造,宮城県,栗原市,宮城県栗原市金成有壁新町52
3560,有壁の隠し酒,ありかべのかくしざけ,萩野酒造,宮城県,栗原市,宮城県栗原市金成有壁新町52
179,萩の鶴,はぎのつる,萩野酒造,宮城県,栗原市,宮城県栗原市金成有壁新町52
2115,日輪田,ひわた,萩野酒造,宮城県,栗原市,宮城県栗原市金成有壁新町52
3558,奥鶴,おくつる,千田酒造,宮城県,栗原市,宮城県栗原市栗駒中野北畑中63-1
178,栗駒山,くりこまやま,千田酒造,宮城県,栗原市,宮城県栗原市栗駒中野北畑中63-1
1766,湖醉,こすい,宮城ふるさと酒造,宮城県,大崎市,宮城県大崎市古川馬寄字屋敷3-2
1767,荒雄,あらお,宮城ふるさと酒造,宮城県,大崎市,宮城県大崎市古川馬寄字屋敷3-2
3511,登米ばやし,とよまばやし,橋平酒造店,宮城県,大崎市,宮城県大崎市古川七日町3-1
2789,をだえの橋,をだえのはし,橋平酒造店,宮城県,大崎市,宮城県大崎市古川七日町3-1
3510,洋々きたかみ,ようようきたかみ,橋平酒造店,宮城県,大崎市,宮城県大崎市古川七日町3-1
2116,玉の緒,たまのお,橋平酒造店,宮城県,大崎市,宮城県大崎市古川七日町3-1
2790,平之丞,へいのじょう,橋平酒造店,宮城県,大崎市,宮城県大崎市古川七日町3-1
2117,醸室,かむろ,橋平酒造店,宮城県,大崎市,宮城県大崎市古川七日町3-1
3504,酔舞,よいまい,浅勘酒造店,宮城県,大崎市,宮城県大崎市古川矢目北谷地87
46,宮寒梅,みやかんばい,寒梅酒造,宮城県,大崎市,宮城県大崎市古川柏崎字境田15
3636,虎千里,とらせんり,新澤醸造店,宮城県,大崎市,宮城県大崎市三本木字北町63
3762,空木 ,うつぎ,新澤醸造店,宮城県,大崎市,宮城県大崎市三本木字北町63
1379,愛宕の松,あたごのまつ,新澤醸造店,宮城県,大崎市,宮城県大崎市三本木字北町63
2894,残響,ざんきょう,新澤醸造店,宮城県,大崎市,宮城県大崎市三本木字北町63
2893,飛龍,ひりゅう,新澤醸造店,宮城県,大崎市,宮城県大崎市三本木字北町63
2931,NIIZAWA,にいざわ,新澤醸造店,宮城県,大崎市,宮城県大崎市三本木字北町63
1380,伯楽星,はくらくせい,新澤醸造店,宮城県,大崎市,宮城県大崎市三本木字北町63
3033,横濱,よこはま,新澤醸造店,宮城県,大崎市,宮城県大崎市三本木字北町63
48,森泉,もりいずみ,森民酒造店,宮城県,大崎市,宮城県大崎市岩出山上川原町15
3011,山川光男,やまかわみつお,山川光男,山形県,,
2764,山男山,やまおとこやま,男山酒造,山形県,山形市,山形県山形市八日町2-4-13
214,羽陽男山,うようおとこやま,男山酒造,山形県,山形市,山形県山形市八日町2-4-13
