sakecode,sakename,meigaracode,syurui,genryoumai,seimaibuai,nihonsyudo,sando,aminosando,amakardo,noutando,alcohol
1315,菊駒（旧） 山廃仕込,162,,華吹雪,60,2,1.4,1.7,-0.22,-0.48,15.5
1314,菊駒（旧） 本醸造,162,本醸造,華吹雪,60,1.5,1.25,1.5,,,15.5
1312,菊駒（旧） 銀ラベル純米酒,162,純米酒,華吹雪,65,3,1.45,1.4,,,15.5
8106,如空 大吟醸,1419,大吟醸,山田錦,40,4,1.3,,-0.29,-0.76,16.5
8107,如空 大吟醸 華想い,1419,大吟醸,華想い（青森県産）,40,3,1.3,,-0.2,-0.71,16.5
8108,如空 純米大吟醸 華想い,1419,純米大吟醸,華想い（青森県産）,50,3,1.4,,-0.31,-0.52,16.5
8109,如空 純米吟醸,1419,純米吟醸,山田錦、華想い,50,1,1.5,,-0.24,-0.25,16.5
8111,如空 純米吟醸 生酒 想,1419,純米吟醸 生酒,華想い,50,3,1.6,,-0.54,-0.15,17.5
8125,如空 純米吟醸 秋あがり,1419,純米吟醸,山田錦,50,1,1.5,,-0.24,-0.25,15.5
8110,如空 純米吟醸 無濾過 生,1419,純米吟醸 無濾過 生,華吹雪,50,2,1.6,,-0.45,-0.1,16.5
8112,如空 純米酒 金ラベル,1419,純米酒,華吹雪（青森県産）,60,3,1.4,,-0.31,-0.52,15.5
8122,如空 純米 生原酒 初搾り,1419,純米 生原酒,華吹雪,60,4,1.8,,-0.87,0.18,17.5
8119,如空 原,1419,原酒,青森県産米,70,4,1.5,,-0.52,-0.38,19.5
8114,如空 純米 生貯蔵酒,1419,純米酒 生貯蔵酒,華吹雪（青森県産）,60,3,1.4,,-0.31,-0.52,15.5
8115,如空 ふくよか純米酒 山廃仕込み,1419,純米酒 山廃,青森県産米,60,2,1.4,,-0.22,-0.48,15.5
8113,如空 純米酒 銀ラベル,1419,純米酒,華吹雪（青森県産）,65,3,1.5,,-0.43,-0.34,15.5
8124,如空 Buveur 純米 生貯蔵酒,1419,純米 生貯蔵酒,青森県産米,75,4,1.7,,-0.75,-0.01,15.5
8116,如空 本醸造 山廃仕込,1419,本醸造 山廃仕込,青森県産米,65,3,1,,0.15,-1.28,15.5
8117,如空 本醸造,1419,本醸造,青森県産米,65,3,1.1,,0.04,-1.09,15.5
8123,如空 Buveur 生貯蔵酒,1419,生貯蔵酒,青森県産米,75,3,1.1,,0.04,-1.09,15.5
8120,如空 金撰,1419,,青森県産米,70,4,1.1,,-0.06,-1.13,15.5
8121,如空 銀撰,1419,,青森県産米,75,4,1.1,,-0.06,-1.13,15.5
8118,如空 本醸造 生貯蔵酒,1419,本醸造 生貯蔵酒,青森県産米,65,3,1.1,,0.04,-1.09,15.5
8126,如空 林檎王国,1419,,つがるロマン,70,-68,4.5,,3,8.68,7.5
8104,菊駒 大吟醸,1555,大吟醸,山田錦,50,2,1.6,1.2,-0.45,-0.1,15.5
8097,菊駒 純米吟醸,1555,純米吟醸,華想い、華吹雪,50,0,1.3,1.7,0.08,-0.58,15.5
8096,菊駒 純米 生貯蔵 駒こゆる秋,1555,純米 生貯蔵,華吹雪,60,,,,,,15.5
8098,菊駒 純米酒,1555,純米酒,華吹雪,60,2,1.3,1.8,-0.1,-0.67,15.5
8103,菊駒 駒酔桜,1555,純米 生貯蔵酒,華吹雪,60,,,,,,15.5
8095,菊駒 純米酒 生酒 初しぼり,1555,純米酒 生酒,華吹雪,60,,,,,,18
8101,菊駒 原酒 三久,1555,原酒,青森県産米,70,0,1.1,1.6,0.31,-0.95,19
8102,菊駒 本醸造 いななき,1555,本醸造,華吹雪,60,,,,,,15.5
8100,菊駒 上撰,1555,,青森県産米,70,2,1.1,1.6,0.13,-1.04,15.5
8099,菊駒 小菊,1555,,青森県産米,70,2,1.1,1.6,0.13,-1.04,15.5
8105,菊駒 本醸造 生貯蔵酒,1555,本醸造 生貯蔵酒,華吹雪,60,1,1,1.7,0.34,-1.19,15.5
81,杉玉 純米酒,157,純米酒,,65,1,1.5,,-0.24,-0.25,
79,ねぶた 淡麗純米酒,159,純米,,65,5,1.5,,-0.61,-0.43,
80,ねぶた 金松本醸造,159,本醸造,,65,5,1.5,,-0.61,-0.43,
76,桃川 特別本醸造,18,本醸造,,58,2,1.5,,-0.34,-0.29,
77,桃川 金松,18,純米,,65,2,1.5,,-0.34,-0.29,
78,桃川 良酒如水,18,純米,,65,7,1.2,,-0.45,-1.08,
75,桃川 大吟醸,18,大吟醸,,45,5,1.3,,-0.38,-0.8,
8083,一の馬 本醸造 ,3562,本醸造 ,,,,,,,,
8360,作田 純米大吟醸 雫取り,3578,純米大吟醸 雫取り,,,,,,,,
8361,作田 純米吟醸 無濾過 原酒,3578,純米吟醸 無濾過 原酒,,,,,,,,
8358,作田 純米吟醸酒,3578,純米吟醸,,,,,,,,
8359,作田 純米吟醸酒 しぼりたて,3578,純米吟醸酒 しぼりたて,,,,,,,,
8362,作田 純米吟醸酒  夏のかすみ,3578,純米吟醸,,,,,,,,
102,作田 特別純米酒,3578,特別純米酒,,60,3,1.5,,-0.43,-0.34,
8084,駒泉 真心 金ラベル,23,純米大吟醸,華想い（青森県産）,40,4,1.4,,-0.4,-0.57,16.5
101,駒泉 真心 黒ラベル,23,純米大吟醸,麹米：山田錦、掛米：玉栄,40,3,1.3,,-0.2,-0.71,
8086,駒泉 真心 青ラベル,23,大吟醸 生貯蔵酒,,,,,,,,
8094,駒泉 真心 吟醸 無濾過 生原酒,23,吟醸 無濾過 生原酒,,,,,,,,
8088,駒泉 純米吟醸酒 初しぼり,23,純米吟醸,華吹雪（青森県産）,55,4,1.4,,-0.4,-0.57,16.5
8090,駒泉 山廃 純米吟醸,23,山廃 純米吟醸,,,,,,,,
8085,駒泉 真心 白ラベル,23,吟醸,吟近江、玉栄,,,,,,,
8089,駒泉 吟醸酒 初しぼり,23,吟醸,華吹雪（青森県産）,55,7,1.3,,-0.57,-0.89,16.5
8092,駒泉 純米酒,23,純米酒,,,,,,,,
103,駒泉 駒泉の辛口 赤ラベル,23,特別本醸造,,60,5,1.3,,-0.38,-0.8,15
8091,駒泉 陸奥駒泉,23,,華吹雪（青森県産）,60,15,,,,,
8087,駒泉 本醸造,23,本醸造,,,,,,,,
8093,駒泉 特別本醸造 生貯蔵酒,23,特別本醸造 生貯蔵酒,,,,,,,,
108,桜顔 純米大吟醸 飛天抄,25,純米大吟醸,山田錦,40,3,1.2,,-0.08,-0.9,15
107,桜顔 大吟醸,25,大吟醸,山田錦,50,3,1.2,,-0.08,-0.9,16
5193,桜顔 純米大吟醸 生 南部の雫,25,純米大吟醸,吟ぎんが,,3,1.2,,-0.08,-0.9,17
4141,桜顔 純米吟醸 慈空,25,純米吟醸,美山錦,,3,1.2,,-0.08,-0.9,15
5192,桜顔 大吟醸 南部の雫,25,大吟醸,ぎんおとめ,,3,1.2,,-0.08,-0.9,18
5194,桜顔 純米吟醸 銀河鉄道の夜,25,純米吟醸,吟ぎんが（岩手県産）,,4,1.3,,-0.29,-0.76,15
5209,桜顔 純米吟醸 中取り,25,純米吟醸,,,,,,,,
4142,桜顔 純米原酒 はちまる,25,純米原酒,,80,,,,,,18
5202,桜顔 上撰 純金箔入れ,25,,岩手県産米,,0,1.5,,-0.15,-0.2,15
5207,桜顔 無ろ過 生原酒,25,原酒,はなの舞（山形県産）,,-2,1.5,,0.04,-0.11,18
5206,桜顔 純米 生原酒 荒ばしり,25,純米酒 原酒,,,,,,,,
5200,桜顔 柱造り 蔵元鑑査,25,,雪化粧,,0,1.5,,-0.15,-0.2,18
5210,桜顔 蔵出し 一番生,25,,,,0,1.5,,-0.15,-0.2,
5196,桜顔 純米酒 楽歳,25,純米酒,花の舞,,2,1.5,,-0.34,-0.29,15
5211,桜顔 にごり酒,25,にごり酒,岩手県産の新米,,-2,1.6,,-0.08,0.08,18
5197,桜顔 本醸造 超辛口,25,本醸造,岩手県産米,,15,1.7,,-1.76,-0.5,15
5204,桜顔 上撰 開福,25,,岩手県産米,,0,1.5,,-0.15,-0.2,15
5205,桜顔 上撰,25,,岩手県産米,,0,1.5,,-0.15,-0.2,15
5198,桜顔 本醸造 洵,25,本醸造,岩手県産米、雪化粧,,-1,1.5,,-0.06,-0.15,15
5203,桜顔 寒造り辛口,25,,岩手県産米,,7,1.5,,-0.8,-0.52,15
5199,桜顔 本醸造 生貯蔵酒,25,本醸造,岩手県産米,,0,1.5,,-0.15,-0.2,14
5201,桜顔 北国の恋人,25,,,,-66,6.5,,0.48,12.34,8
5195,桜顔 純米 生貯蔵酒,25,純米酒,岩手県産米,,2,2,,-0.92,0.65,14
5208,大地の一献 生原酒,165,原酒,五百万石,,2,1.2,,0.01,-0.85,18
109,大地の一献 特別純米酒,165,特別純米酒,ぎんおとめ（岩手県産）,55,-1,1.2,,0.29,-0.72,15
4143,大地の一献 特別本醸造,165,特別本醸造,五百万石,50,3,1.2,,-0.08,-0.9,15
2499,あさ開 二十年古酒 桜壺,27,古酒,トヨニシキ（岩手県産）,70,35,2,2,-3.91,-0.81,32.5
2478,あさ開 純米大吟醸 旭扇,27,純米大吟醸,山田錦（兵庫県産）,40,1,1.3,0.9,-0.01,-0.62,16.5
2479,あさ開 木桶仕込 十一代目 源三,27,純米大吟醸,吟ぎんが（岩手県産）,50,1,1.5,1,-0.24,-0.25,16.5
2500,あさ開 大吟醸 金賞受賞酒,27,大吟醸（鑑評会出品酒）,山田錦（兵庫県産）,25,3,1.3,0.9,-0.2,-0.71,17.5
2487,あさ開 大吟醸 旭扇,27,大吟醸,山田錦（兵庫県産）,25,4,1.3,0.9,-0.29,-0.76,16.5
119,あさ開 大吟醸古酒 万葉の詩,27,大吟醸古酒,山田錦（兵庫県産）,35,5,1.4,0.9,-0.5,-0.61,17
2493,あさ開 純米吟醸 旭扇,27,純米吟醸,山田錦（兵庫県産）,50,1,1.4,1.2,-0.13,-0.43,16.5
1079,あさ開 大吟醸ライト 水の王,27,大吟醸,山田錦（兵庫県産）,50,-3,1.2,0.7,0.48,-0.63,10.5
2476,あさ開 大吟醸 原酒,27,大吟醸,吟ぎんが（岩手県産）,50,4,1.4,1.1,-0.4,-0.57,18.5
2480,あさ開 純金箔入 大吟醸,27,大吟醸,吟ぎんが（岩手県産）,50,,,,,,
2489,あさ開 酒蔵限定 むろか原酒,27,純米原酒,,,,,,,,17.5
1078,あさ開 手造り 大吟醸,27,大吟醸,吟ぎんが（岩手県産）,50,4,1.35,0.9,-0.35,-0.66,15.5
2498,あさ開 SILVER MOON -TEN YEARS IT,27,純米酒（スパークリングライスワイン）,岩手県産酒造米,65,-20,2,0.6,1.16,1.66,6.5
121,あさ開 特別純米酒 生酛,27,特別純米酒 ,玉栄（兵庫県産）,60,0,1.6,1.7,-0.27,-0.01,15.5
120,あさ開 純米吟醸 吟すずめ,27,純米吟醸,吟ぎんが（岩手県産）,55,1,1.3,1.2,-0.01,-0.62,15.5
118,あさ開 純米吟醸 夢灯り,27,純米吟醸,ひとめぼれ（岩手県産）,55,-1,1.3,1,0.18,-0.53,14.5
2485,あさ開 純米吟醸生貯蔵酒 いわてっこ,27,純米吟醸,いわてっこ,55,1,,,,,15.5
2492,あさ開 淡麗吟醸 雪灯り,27,,美山錦（岩手県産）,50,,,,,,14.6
2488,あさ開 南部盛岡の蔵出し原酒,27,,,,,,,,,19.5
2490,あさ開 淡麗純米 南部流,27,純米酒,トヨニシキ,65,1,1.2,,0.11,-0.81,
2497,あさ開 純米吟醸 ひやおろし,27,純米吟醸,いわてっこ（岩手県産）,55,1,1.2,1.2,0.11,-0.81,15.5
2494,あさ開 純米大辛口 水神,27,純米酒,岩手県産米,70,10,1.5,1.4,-1.07,-0.65,16.5
2484,あさ開 純米酒,27,純米酒,岩手県産酒造米,65,2,1.4,1.3,-0.22,-0.48,15.5
2495,あさ開 本醸造 淡麗辛口 ゴールド,27,本醸造,岩手県産酒造米,65,3,1.2,1.2,-0.08,-0.9,15.5
2477,あさ開 純米 生貯蔵酒 辛颪,27,純米生貯蔵酒,トヨニシキ（岩手県産）,65,5,1.6,1.4,-0.73,-0.24,14.5
2483,あさ開 純米吟醸 横笛の響き,27,純米吟醸,吟ぎんが（岩手県産）,55,1,1.3,1.2,-0.01,-0.62,15.5
2486,あさ開 本醸超辛,27,本醸造,岩手県産酒造米,70,10,1.3,1.3,-0.84,-1.03,15.5
2491,あさ開 純米酒 辛颪,27,純米酒,岩手県産酒造米,65,5,,,,,15.4
2482,あさ開 本醸造 生貯蔵酒,27,本醸造,岩手県産酒造米,42,3,1.2,1.2,-0.08,-0.9,14.5
2496,あさ開 本醸造 淡麗辛口 シルバー,27,本醸造,岩手県産酒造米,43,3,1.2,1.1,-0.08,-0.9,15.5
2481,あさ開 源三屋の隠し酒シリーズ,27,一番搾りにごり生貯蔵原酒,,,,,,,,
7954,赤武 純米大吟醸 結の香,2835,純米大吟醸,結の香（岩手県産）,40,-2,1.4,,0.15,-0.3,16
7955,赤武 純米吟醸 NEWBORN,2835,純米吟醸 無濾過 生酒,吟ぎんが（岩手県産）,50,0,,,,,16
7956,赤武 純米酒,2835,純米酒,岩手県産米,60,1,1.6,,-0.36,-0.06,17.5
7957,赤武 純米 ひやおろし,2835,純米酒 ひやおろし,吟ぎんが,60,3,1.8,,-0.78,0.23,15
7958,赤武 熟成生酒,2835,吟醸 生 熟成,岩手県産米,60,3,1.5,,-0.43,-0.34,15
7959,赤武 F NEWBORN,2835,吟醸,吟ぎんが、ひとめぼれ,60,2,,,,,16
129,岩手川 手造り大吟醸,28,大吟醸,山田錦,38,2,1.1,,0.13,-1.04,16.5
126,岩手川 大吟醸,28,大吟醸,美山錦,45,5,1.3,,-0.38,-0.8,15.5
124,岩手川 純米吟醸 あおぎり,28,純米吟醸,美山錦,55,1,1.3,,-0.01,-0.62,15.5
125,岩手川 古吟醸,28,大吟醸古酒,美山錦,50,2,1.4,,-0.22,-0.48,
127,岩手川 モンドセレクション金賞受賞酒,28,大吟醸,,37,3,1.1,,0.04,-1.09,15.5
128,岩手川 生貯蔵酒 純米吟醸六段仕込,28,純米吟醸,,60,-11,1.8,,0.53,0.87,
112,にごり酒杜の白菊 普通,166,普通,,70,-1,1.7,,-0.29,0.22,
110,菊の司 大吟醸 清冽,26,大吟醸,,50,6,1.4,,-0.59,-0.66,
111,菊の司 本醸造,26,本醸造,,70,3,1.5,,-0.43,-0.34,
7018,平井六右衛門 純米酒 そのまんま,3259,純米酒 無濾過 生原酒,ぎんおとめ,,2.6,2,1.4,-0.97,0.62,17
7017,平井六右衛門 純米酒,3259,純米酒 ぎんおとめ,ぎんおとめ,60,,,,,,15
7044,平井六右衛門 純米酒 活性 生原酒 ささにごり,3259,純米酒 活性 生原酒,,,,,,,,
113,七福神 門外不出,167,大吟醸,山田錦、美山錦,40,3.5,1.4,0.6,-0.36,-0.55,16.5
4055,七福神 純米大吟醸,167,純米大吟醸,,40,5,1.6,,-0.73,-0.24,
114,七福神 てづくり 大吟醸,167,大吟醸,美山錦,50,6,1.3,,-0.47,-0.85,15.5
117,七福神 亀萬歳,167,生障ﾙ純米,亀の尾（宮城県石巻市産）,60,3,2,,-1.01,0.6,
115,七福神 ひやおろし,167,純米酒,トヨニシキ、タカネミノリ他,70,1,2.3,,-1.17,1.26,18.5
116,七福神 純米酒,167,純米酒,トヨニシキ,65,2,1.7,,-0.57,0.09,15.5
8046,関山 純米大吟醸 桐箱,33,純米大吟醸,山田錦,40,2,1.6,,-0.45,-0.1,17.5
8047,関山 古酒 平泉,33,大吟醸 古酒,山田錦,35,,,,,,17
8048,関山 純米大吟醸 結の香,33,純米大吟醸,結の香,40,-1,1.3,,0.18,-0.53,17
8049,関山 大吟醸 吟精,33,大吟醸,山田錦,40,2.6,1.3,,-0.16,-0.69,15.5
148,関山 超特選 大吟醸 原酒,33,大吟醸 原酒,,40,,,,,,17.5
8055,関山 純米大吟醸 俊,33,純米大吟醸,山田錦,50,3.6,1.1,,-0.02,-1.12,15
8050,関山 八槽,33,特別純米酒,雄町、出羽燦々,50,,,,,,15
146,関山 純米吟醸 化粧箱,33,純米吟醸,吟ぎんが,50,3.5,1.4,,-0.36,-0.55,15.5
147,関山 山廃 純米吟醸,33,山廃 純米吟醸,玉栄,55,2,2.3,,-1.26,1.21,15.5
8051,関山 純米吟醸 久,33,純米吟醸,玉栄,55,2.5,1.2,,-0.03,-0.88,15
8052,関山 特別純米酒,33,特別純米酒,玉栄,60,4,1.6,,-0.64,-0.19,15.5
8054,関山 しぼりたて 純米酒,33,純米酒,,65,,,,,,16.5
145,関山 翠紋,33,特別純米酒,玉栄,60,,,,,,15.5
8053,関山 純米酒,33,純米酒,トヨニシキ,65,3.5,1.5,,-0.47,-0.36,15.5
8056,関山 特別純米酒 信,33,特別純米酒,山田錦,,4.5,1.5,,-0.57,-0.4,13
8057,関山 関山の辛口,33,,かけはし,65,15,2,,-2.11,0.07,15.5
6353,関山 地主町,33,純米大吟醸,吟ぎんが,,,,,,,16.5
8058,関山 本醸造 生 貯蔵酒,33,本醸造 生 貯蔵酒,,70,,,,,,14.5
8059,関山 特別純米 生 貯蔵酒,33,特別純米 生 貯蔵酒,,60,,,,,,14.5
8060,関山 吟醸 生 貯蔵酒,33,吟醸 生 貯蔵酒,,,,,,,,
1388,酔仙 大吟醸 秘蔵古酒 十年氷温貯蔵,36,大吟醸古酒,山田錦,40,5,1.2,,-0.27,-0.99,17.5
1389,酔仙 大吟醸 鳳翔,36,大吟醸,山田錦,40,4,1.3,0.9,-0.29,-0.76,16.3
164,酔仙 大吟醸,36,大吟醸,山田錦,40,6,1.4,,-0.59,-0.66,17.3
163,酔仙 純米吟醸 煌琳,36,純米吟醸,美山錦,50,2,1.5,,-0.34,-0.29,16.3
1387,酔仙 純米吟醸酒 吟ぎんが,36,純米吟醸酒,吟ぎんが,50,1,1.4,,-0.13,-0.43,15.5
162,酔仙 酒匠吟醸,36,吟醸,美山錦,50,6,1.4,,-0.59,-0.66,15.3
160,酔仙 純米酒,36,純米酒,トヨニシキ,68,1,1.8,,-0.59,0.32,15.5
4893,雪っこ 活性原酒,1814,活性原酒,雪っこ米（雪室貯蔵・かけはし）,70,-17,1,,2.03,-0.36,20.3
165,岩手の地酒 特別純米酒,170,特別純米酒,,60,3,1.6,,-0.54,-0.15,15.5
5321,タクシードライバー 純米原酒,2803,純米原酒,吟ぎんが（岩手県産）,60,-1.5,1.7,1.5,-0.24,0.24,18.5
5319,電氣菩薩 純米大吟醸,3077,純米大吟醸,ぎんおとめ（岩手県産）,45,-5,1.7,1.5,0.08,0.4,16.5
5322,喜久盛（岩手県） 大吟醸,1161,大吟醸,,40,,,,,,16.5
5320,喜久盛（岩手県） 有末,1161,純米吟醸,亀の尾（岩手県産）,50,,,,,,18
5325,喜久盛（岩手県） 原酒,1161,原酒,,65,,,,,,18.5
5323,喜久盛（岩手県） 上撰,1161,普通酒,,,,,,,,
5324,喜久盛（岩手県） 金印,1161,普通酒,,,,,,,,
5326,喜久盛（岩手県） 電袋,1161,純米吟醸,,55,,,,,,16.5
5327,リゾビーノ Risovino,2474,,ササニシキ（岩手県産）,70,,4.5,1,,,8.5
7465,白雲 純米吟醸酒 平成二十三酒造年度作品,1607,純米吟醸,いわてっこ（岩手県産）,50,,,,,,17
141,仙人郷 純米酒,169,純米酒,,58,-1,1.4,,0.06,-0.34,
879,浜千鳥 純米大吟醸,32,純米大吟醸,山田錦,40,2,1.2,,0.01,-0.85,16.5
139,浜千鳥 大吟醸,32,大吟醸,山田錦,40,4,1.3,,-0.29,-0.76,16.5
880,浜千鳥 吟醸,32,吟醸,美山錦、吟ぎんが（岩手県産）,50,4,1.3,,-0.29,-0.76,16.5
882,浜千鳥 純米吟醸 美山錦,32,純米吟醸,美山錦（岩手県産）,55,2,1.4,,-0.22,-0.48,16.5
881,浜千鳥 純米吟醸 吟ぎんが,32,純米吟醸,吟ぎんが（岩手県産）,55,3,1.6,,-0.54,-0.15,16.5
140,浜千鳥 特別純米酒,32,特別純米酒,美山錦,55,1,1.5,,-0.24,-0.25,15.6
886,浜千鳥 あらばしり,32,,たかねみのり,58,-2,2.1,,-0.66,1.02,17.8
883,浜千鳥 純米酒,32,純米酒,吟ぎんが、ぎんおとめ,58,-0.5,1.5,,-0.1,-0.18,15.4
885,浜千鳥 にごり酒,32,にごり酒,たかねみのり,58,-2,2.1,,-0.66,1.02,17.8
884,浜千鳥 本醸造,32,本醸造,たかねみのり,60,-0.5,1.4,,0.01,-0.37,15.4
4198,千両男山 大吟醸 鴻,1375,大吟醸,,40,,,,,,16
4204,千両男山 純米大吟醸,1375,純米大吟醸,,40,,,,,,16
4201,千両男山 純米吟醸,1375,純米吟醸,,50,,,,,,16
4202,千両男山 吟醸 スペシャル,1375,吟醸,,50,,,,,,16
4200,千両男山 特別純米酒 山廃仕込 ぎんがのしらべ,1375,特別純米酒,,55,,,,,,16
4199,千両男山 特別純米酒 銀河の流れ,1375,特別純米酒,,60,,,,,,16
4203,千両男山 純米酒,1375,特別純米酒,,60,,,,,,16
154,龍泉八重桜 大吟醸,35,,,40,4,1.4,,-0.4,-0.57,
155,龍泉八重桜 純米大吟醸,35,純米大吟醸,,40,-1,1.5,,-0.06,-0.15,
156,龍泉八重桜 純米,35,,,60,-1,1.5,,-0.06,-0.15,
7116,酔右衛門 純米大吟醸 山田錦,1269,純米大吟醸,山田錦（徳島県産）,40,4,1.5,0.8,-0.52,-0.38,17.5
3613,酔右衛門 純米酒 無濾過 山田錦,1269,純米酒 無濾過 火入れ,山田錦（徳島県産）,70,,,,,,
3615,酔右衛門 純米生原酒 無濾過 山田錦,1269,純米酒 無濾過 生原酒,山田錦（徳島県産）,70,,2,,,,
3614,酔右衛門 特別純米酒 吟ぎんが,1269,特別純米酒 無濾過 生原酒,吟ぎんが(岩手県産),50,,,,,,
7115,酔右衛門 純米酒 雄町,1269,純米酒 無濾過,雄町（岡山県産）,60,,,,,,
3612,酔右衛門 純米酒 美山錦,1269,純米酒,美山錦（長野県産）,60,,,,,,
138,宵の月 大吟醸,168,大吟醸,,50,5,1.4,,-0.5,-0.61,
2360,月の輪 大吟醸 金賞受賞酒,31,大吟醸,山田錦,40,3,1.5,,-0.43,-0.34,
2350,月の輪 大吟醸,31,大吟醸,山田錦（兵庫県産）,40,4,1.2,,-0.17,-0.95,16.5
2355,月の輪 純米吟醸 愛山,31,純米吟醸,愛山,50,5,1.6,1,-0.73,-0.24,16.5
2351,月の輪 大吟醸 雄町でつくりました,31,大吟醸,雄町（岡山県産）,40,,,,,,16.5
2353,月の輪 純米吟醸 悠遊粹酔,31,純米吟醸,ひとめぼれ（岩手県産）,50,4,,,,,16.5
137,月の輪 純米吟醸酒,31,純米吟醸,吟ぎんが（岩手県産）,50,5,1.4,,-0.5,-0.61,
2352,月の輪 大吟醸 宵の月,31,大吟醸,吟ぎんが（岩手県産）,50,4,1.2,,-0.17,-0.95,16.5
2354,月の輪 純米吟醸 吟ぎんが,31,純米吟醸,吟ぎんが（岩手県産）,50,,,,,,14.5
2356,月の輪 無農薬米酒,31,純米酒,ひとめぼれ（岩手県産）,65,,,,,,15.4
8061,月の輪 木槽掛 しぼりたて 純米 生原酒,31,純米 生原酒,ぎんおとめ、他,70,1.5,2,,-0.87,0.67,18
136,月の輪 特別純米酒,31,特別純米酒,吟ぎんが（岩手県産）,55,4,1.2,,-0.17,-0.95,15.4
2359,月の輪 しぼりたて生,31,本醸造,かけはし,65,5,1.9,,-1.08,0.33,18.5
2357,月の輪 純米酒,31,純米酒,たかねみのり（岩手県産）,65,4,1.7,,-0.75,-0.01,15.4
2358,月の輪 特別本醸造,31,特別本醸造,たかねみのり（岩手県産）,60,,,,,,15.4
5643,喜平治 純米大吟醸 中取り,2833,純米大吟醸,吟ぎんが,40,3,,,,,16
5644,喜平治 純米吟醸 中取り,2833,純米吟醸,吟ぎんが,55,2,,,,,16
5645,喜平治 特別本醸造,2833,特別本醸造,,60,3,,,,,17
5646,喜平治 特別純米 原酒,2833,特別純米酒 原酒,,60,3,,,,,17
3006,荒蝦夷 無濾過 純米吟醸 生 中取り,1188,純米吟醸,吟ぎんが,50,4,,,,,16.5
3005,荒蝦夷 活性原酒 純米にごり酒,1188,純米にごり酒,タカネミノリ,60,0,,,,,16.5
3007,荒蝦夷 特別純米 荒走り,1188,特別純米酒,タカネミノリ,60,-1,,,,,16.5
3004,荒蝦夷 無濾過 吟醸原酒,1188,吟醸原酒,,,,,,,,
5634,廣喜 大吟醸 原酒,1187,大吟醸 原酒,山田錦,40,6,,,,,17
5635,廣喜 純米大吟醸 紫,1187,純米大吟醸,山田錦,40,4,,,,,16
5636,廣喜 大吟醸酒,1187,大吟醸,山田錦,40,6,,,,,15
5637,廣喜 紫波 ほ乃香,1187,純米吟醸,ぎんおとめ,55,3,,,,,16
5638,廣喜 南部初雪,1187,特別純米酒 活性原酒 にごり酒,タカネミノリ,60,0,,,,,16.5
8081,廣喜 特別純米酒 あらばしり 生原酒,1187,特別純米酒 あらばしり 生原酒,,60,,,,,,16
5642,廣喜 特別本醸造 原酒,1187,特別本醸造 原酒,ぎんおとめ,60,2,,,,,18
5639,廣喜 特別純米酒,1187,特別純米酒,タカネミノリ,60,3,,,,,14
5641,廣喜 杜氏の独りごと,1187,特別純米酒,,,,,,,,
5640,廣喜 特別本醸造,1187,特別本醸造,ぎんおとめ,60,2,,,,,14
8080,堀米 純米酒,2751,純米酒,トヨニシキ,60,,,,,,18.5
8076,堀の井 純米吟醸,1415,純米吟醸,山田錦,50,2,1.4,,-0.22,-0.48,
8079,堀の井 純米大吟醸 無濾過 原酒 吟ぎんが,1415,純米大吟醸 無濾過 原酒,吟ぎんが,50,,,,,,17.5
8077,堀の井 蔵元原酒,1415,原酒,トヨニシキ,60,2,1.5,,-0.34,-0.29,
8078,堀の井 純米酒,1415,純米酒,トヨニシキ,60,3,1.6,,-0.54,-0.15,
8075,堀の井 金印,1415,普通酒,トヨニシキ,70,4,1.6,1.3,-0.64,-0.19,15.3
7006,あづまみね 純米吟醸 雄町 中取り,3265,純米吟醸,雄町（岡山県産）,50,3.5,1.3,,-0.24,-0.73,
7005,あづまみね 純米吟醸 愛山,3265,純米吟醸,愛山（兵庫県産）,50,3,,,,,
7014,あづまみね 純米吟醸 山田錦,3265,純米吟醸,山田錦,50,2,1.4,,-0.22,-0.48,
7015,あづまみね 南部流生酛造り 純米吟醸 美山錦,3265,純米吟醸 無濾過 生原酒,美山錦,50,,,,,,18.5
7008,あづまみね 純米吟醸 美山錦,3265,純米吟醸,美山錦（岩手県産）,50,3,1.3,,-0.2,-0.71,16.5
7016,あづまみね 地梅酒,3265,梅酒,梅（岩手県産）、吾妻嶺清酒,,,,,,,
7007,あづまみね 純米吟醸 八反,3265,純米吟醸,八反,50,,,,,,
